id,token,user_id_from_filename,label,root_time_unix,root_likes,root_comments,root_reposts,cascade_size,forward_count_estimated,propagation_depth,depth_mean,depth_median,max_breadth,time_to_root_min_s,time_to_root_median_s,time_to_root_mean_s,time_to_root_max_s,virality_score_mean_depth,repost_file_found
2054,ywbQAfsUk,2866990724,rumor,1344398201,3,67,236,226,131,7,1.681416,1.000000,131,29156.000000,46088.000000,59343.818584,1007073.000000,1.681416,True
2055,zdfM9tyPr,2681359453,rumor,1357479914,2,177,675,604,272,9,2.069536,2.000000,272,28833.000000,240575.500000,237434.750000,2444580.000000,2.069536,True
2058,zt3UJF8KT,2655244092,rumor,1366462700,4,17,583,564,123,5,2.124113,2.000000,273,28886.000000,41538.000000,263717.515957,2546571.000000,2.124113,True
2060,yADzq0evj,1892318422,rumor,1346925151,4,0,104,103,48,7,2.349515,2.000000,48,31926.000000,86807.000000,98683.398058,851878.000000,2.349515,True
2061,A1NUGtMxK,3270084233,rumor,1374816021,0,23,192,174,84,2,1.517241,2.000000,90,29268.000000,187567.000000,198051.540230,1920433.000000,1.517241,True
2062,zncCQoXIZ,1370753754,rumor,1363133228,1,40,203,203,84,9,2.349754,2.000000,84,28911.000000,40317.000000,103510.566502,2429164.000000,2.349754,True
2064,zcWeMfzsY,1573235424,rumor,1357300850,0,39,221,217,74,9,2.852535,2.000000,74,28882.000000,73842.000000,94068.032258,1725954.000000,2.852535,True
2067,zfuQHeDzI,1736207384,rumor,1358754497,3,94,167,161,113,7,1.571429,1.000000,113,28857.000000,30569.000000,31243.869565,36238.000000,1.571429,True
2068,yBg6inlaB,2118931932,rumor,1347278273,0,60,650,637,214,8,2.084772,2.000000,273,28872.000000,32962.000000,53371.494505,506007.000000,2.084772,True
206,zsZvCcegh,1956700750,rumor,1366422326,1,26,151,146,108,4,1.369863,1.000000,108,28823.000000,30805.500000,152103.623288,2095473.000000,1.369863,True
2070,ynwAywnS0,2118931932,rumor,1339474329,30,87,671,654,194,6,2.061162,2.000000,306,28864.000000,33106.500000,81552.273700,3947710.000000,2.061162,True
2071,yCJjUDpaa,1743939020,rumor,1348114285,0,27,178,173,90,8,2.063584,1.000000,90,28835.000000,32367.000000,37173.549133,71150.000000,2.063584,True
2073,zr2AXbu4R,1751725182,rumor,1365314174,0,43,131,127,53,11,2.716535,2.000000,53,29685.000000,47465.000000,57562.897638,124872.000000,2.716535,True
2075,z1xEr80hL,2133041565,rumor,1350825125,0,36,137,136,115,4,1.191176,1.000000,115,28813.000000,29846.000000,156267.029412,7413620.000000,1.191176,True
2076,zezTsjjuR,2286531107,rumor,1358232511,0,35,139,139,46,5,2.028777,2.000000,57,28920.000000,572896.000000,594226.467626,1200563.000000,2.028777,True
2078,zdFDT6r6H,2574938392,rumor,1357716980,0,129,893,868,344,12,2.597926,2.000000,344,28849.000000,53198.000000,116795.267281,19455112.000000,2.597926,True
2079,zFpBzl6Xl,1928375042,rumor,1373480111,25,18,560,536,68,2,1.873134,2.000000,468,28961.000000,73026.000000,217011.720149,16911310.000000,1.873134,True
207,z2dIAtozH,1710096011,rumor,1351210660,1,19,199,192,123,4,1.463542,1.000000,123,28837.000000,35638.500000,148782.286458,2710980.000000,1.463542,True
2080,yEHDDajWD,2948319081,rumor,1349235306,0,34,150,147,49,8,2.285714,2.000000,49,28826.000000,43357.000000,357075.197279,4761274.000000,2.285714,True
2081,zuTfJ9CSC,1219132741,rumor,1367501427,1,78,292,244,111,9,2.172131,2.000000,111,28892.000000,33865.000000,56992.872951,1878253.000000,2.172131,True
2082,zt2N3yLVO,1831904057,rumor,1366452399,5,57,173,168,88,7,1.916667,1.000000,88,28841.000000,42853.500000,94112.523810,7788260.000000,1.916667,True
2083,zeWH5FQXs,1736080031,rumor,1358441474,0,35,250,246,98,7,2.345528,2.000000,98,29027.000000,61537.000000,75696.487805,917187.000000,2.345528,True
2085,zdkSs8SYM,2176631507,rumor,1357526672,0,21,162,157,29,5,2.159236,2.000000,82,30104.000000,36370.000000,479621.184713,6545003.000000,2.159236,True
2086,zeTf4gYHC,1879340930,rumor,1358409837,0,13,122,115,83,4,1.400000,1.000000,83,28862.000000,35060.000000,79934.521739,1171506.000000,1.400000,True
2088,z5pVdsqdu,2173026200,rumor,1353027158,1,69,949,919,298,11,2.651795,2.000000,298,29031.000000,53126.000000,175325.587595,6509966.000000,2.651795,True
2089,AarEnwyeU,3009331235,rumor,1379725949,5,174,830,727,119,2,1.836314,2.000000,608,28961.000000,99286.000000,111376.530949,1420667.000000,1.836314,True
208,z8RPsDxN2,2295877594,rumor,1354987577,28,281,958,900,522,12,1.685556,1.000000,522,28868.000000,42094.000000,213511.844444,46519666.000000,1.685556,True
2090,Avv4uueut,2256231983,rumor,1391689886,22,34,242,241,140,3,1.491597,1.000000,140,28828.000000,34756.000000,67998.921162,3213805.000000,1.491597,True
2091,z5bVBsVta,2646039643,rumor,1352898910,0,45,639,625,488,4,1.251200,1.000000,488,28829.000000,33961.000000,170956.193600,6128952.000000,1.251200,True
2092,z0QLN0WaJ,1880644580,rumor,1350432123,3,144,431,420,213,7,1.657143,1.000000,213,28827.000000,63397.500000,91869.576190,2744722.000000,1.657143,True
2093,zo3d75jHx,2157801852,rumor,1363615160,9,41,176,165,77,11,2.842424,2.000000,77,30238.000000,71341.000000,131590.187879,1033428.000000,2.842424,True
2094,yDX6KBwxa,1924446217,rumor,1348808865,1,38,214,205,67,10,2.897561,2.000000,67,28954.000000,51586.000000,594878.658537,102503099.000000,2.897561,True
2097,zkQN5eDf1,2739355124,rumor,1361796679,2,57,287,284,120,10,2.419014,2.000000,120,28897.000000,46021.000000,54378.915493,178998.000000,2.419014,True
2098,yBkVzdkLJ,2099079752,rumor,1347322512,0,160,415,408,288,5,1.375000,1.000000,288,28852.000000,32367.000000,219759.872549,5207523.000000,1.375000,True
2099,A2pfUkXJd,2219980967,rumor,1375158256,2,18,94,80,33,2,1.587500,2.000000,47,28847.000000,36385.000000,38970.987500,122936.000000,1.587500,True
209,yBnNWhyLh,2486790447,rumor,1347348880,1,194,838,700,499,6,1.415714,1.000000,499,29546.000000,39257.000000,261239.375714,5500834.000000,1.415714,True
20,znJurfPoD,2230590953,rumor,1363434426,7,80,106,102,73,7,1.509804,1.000000,73,29057.000000,33682.000000,187705.941176,2484073.000000,1.509804,True
2101,ztjsZ1dhO,1762613784,rumor,1366605233,13,167,828,683,362,7,1.989751,1.000000,362,30336.000000,40511.000000,99693.354319,30427842.000000,1.989751,True
2102,zoDEmBTJm,2399829593,rumor,1363949120,44,268,524,502,424,3,1.177291,1.000000,424,28861.000000,39409.000000,140146.426295,4714371.000000,1.177291,True
2107,zd3faiFV2,2560339090,rumor,1357365063,0,23,290,273,179,6,1.516484,1.000000,179,28852.000000,34215.000000,88155.538462,7061641.000000,1.516484,True
2109,ypdsl4w8r,1890157630,rumor,1340435419,0,25,246,238,205,4,1.159664,1.000000,205,28844.000000,30859.000000,850485.533613,23796066.000000,1.159664,True
210,zggspqbHf,1757022731,rumor,1359190818,10,45,118,112,95,3,1.169643,1.000000,95,28958.000000,32747.500000,95074.758929,1019508.000000,1.169643,True
2110,zshSbyyzP,2247275054,rumor,1366022412,4,473,797,761,516,12,1.636005,1.000000,516,29143.000000,114045.000000,202902.261498,5301199.000000,1.636005,True
2111,ywFdGjCNc,1886624923,rumor,1344667394,0,148,419,351,171,10,2.139601,2.000000,171,28828.000000,79727.000000,104622.982906,10128168.000000,2.139601,True
2112,zA96xoFc0,2279108982,rumor,1370487795,0,32,182,178,159,2,1.106742,1.000000,159,30928.000000,31134.500000,31853.994382,110280.000000,1.106742,True
2114,zhiVzgkcZ,1708697040,rumor,1359781676,1,125,435,368,122,10,3.035326,2.000000,122,30532.000000,59899.500000,95182.540761,2395398.000000,3.035326,True
2115,yArfyAfoo,2019094113,rumor,1346812238,1,62,507,464,284,5,1.543103,1.000000,284,29012.000000,125506.000000,868998.825431,9103845.000000,1.543103,True
2118,yzpO3iuVO,2357270831,rumor,1346230789,0,85,495,486,154,17,3.137860,2.000000,154,28856.000000,39854.500000,849623.335391,18151569.000000,3.137860,True
211,yBo6RCfIR,2105068913,rumor,1347351677,1,647,769,722,557,5,1.283934,1.000000,557,29038.000000,55903.000000,256160.660665,42824581.000000,1.283934,True
2120,ztnf0hTuA,3262338115,rumor,1366639825,3,62,235,225,64,8,3.133333,3.000000,64,69251.000000,96440.000000,143019.328889,1049580.000000,3.133333,True
2123,zt49CstVa,1667942985,rumor,1366464900,11,20,189,186,126,6,1.473118,1.000000,126,28841.000000,32957.500000,269015.876344,21767800.000000,1.473118,True
2126,yyHww4xwu,1967974325,rumor,1345824946,0,63,618,590,175,14,3.962712,3.000000,175,30051.000000,112541.000000,305847.050847,12618786.000000,3.962712,True
2127,zdRvI6272,1251954955,rumor,1357825748,0,34,255,246,58,7,2.743902,3.000000,94,29705.000000,66525.000000,199506.085366,4469479.000000,2.743902,True
2128,z5NzX6ol3,1281123027,rumor,1353243971,0,11,799,731,291,12,2.622435,2.000000,291,29061.000000,61703.000000,85410.902873,1460049.000000,2.622435,True
2129,z3DcE4B8F,1834257884,rumor,1352012441,1,61,98,96,71,2,1.260417,1.000000,71,28942.000000,32126.500000,71420.406250,1746717.000000,1.260417,True
2131,z23D15Jom,2484089162,rumor,1351118188,0,12,206,201,122,4,1.467662,1.000000,122,28854.000000,37943.000000,233828.925373,3175371.000000,1.467662,True
2132,zoMqEsj5f,2098478965,rumor,1364029576,3,0,91,88,75,2,1.147727,1.000000,75,29130.000000,164241.000000,670345.943182,2756650.000000,1.147727,True
2134,yCK1qc1vA,1767160684,rumor,1348120716,1,70,264,262,119,6,1.912214,2.000000,119,28852.000000,40213.500000,58766.484733,1448313.000000,1.912214,True
2136,zANe81F1I,2866073222,rumor,1370855510,5,142,637,605,381,2,1.370248,1.000000,381,29293.000000,52526.000000,75598.927273,1206597.000000,1.370248,True
2139,zoKNB7V8M,2994332912,rumor,1364014640,7,14,866,851,588,5,1.391304,1.000000,588,34384.000000,121154.000000,908288.626322,41260922.000000,1.391304,True
213,yEJtteMve,1863117811,rumor,1349252133,3,0,151,145,77,4,1.620690,1.000000,77,29679.000000,40985.000000,60221.434483,1258062.000000,1.620690,True
2140,A5nqsedz2,1230243354,rumor,1376846140,0,51,200,189,33,2,1.825397,2.000000,156,30045.000000,57286.000000,60006.539683,254557.000000,1.825397,True
2142,zywL5qfJc,1768326254,rumor,1369568143,2,43,174,166,105,2,1.367470,1.000000,105,28854.000000,41661.000000,143245.295181,5547848.000000,1.367470,True
2143,zi5FBsI87,2707180752,rumor,1360228390,0,79,344,338,127,10,2.529586,2.000000,127,28875.000000,47538.500000,115007.467456,3788716.000000,2.529586,True
2145,zn3A0E8IZ,2092965600,rumor,1363050326,4,51,100,99,80,3,1.212121,1.000000,80,28849.000000,32371.000000,47608.737374,682148.000000,1.212121,True
2147,yAEyMqpBy,2100761363,rumor,1346934223,2,0,98,97,59,6,1.680412,1.000000,59,35398.000000,422691.000000,654654.371134,17072372.000000,1.680412,True
2148,yCJ6bjqVD,1366483493,rumor,1348112255,0,114,648,633,376,6,1.669826,1.000000,376,28842.000000,33166.000000,58427.783570,11023136.000000,1.669826,True
2149,zqJh3h9D8,2083119675,rumor,1365137100,2,148,379,372,176,8,1.733871,2.000000,176,28877.000000,54506.000000,201261.013441,22985777.000000,1.733871,True
2150,zBf80nFHe,1959482394,rumor,1371111220,1,92,234,226,114,2,1.495575,1.000000,114,28902.000000,3551858.500000,3575197.632743,3800150.000000,1.495575,True
2152,ztckluVNi,2024847435,rumor,1366539805,4,38,194,191,86,7,2.057592,2.000000,86,28842.000000,46200.000000,177596.654450,2348811.000000,2.057592,True
2153,z4wobftZU,1563998211,rumor,1352518211,0,40,235,207,76,10,2.903382,2.000000,76,61600.000000,70261.000000,113879.768116,4473367.000000,2.903382,True
2154,zwQ1YF9da,1872169563,rumor,1368608336,1,15,145,140,52,9,3.335714,2.000000,52,28860.000000,43379.000000,65828.050000,2289430.000000,3.335714,True
2156,ywbp68iLQ,2034570381,rumor,1344394137,1,23,142,140,78,7,1.757143,1.000000,78,28867.000000,40598.500000,80013.378571,1026114.000000,1.757143,True
2157,yzxB2cBVY,2127751562,rumor,1346302183,0,36,233,231,143,5,1.584416,1.000000,143,28900.000000,35253.000000,78852.567100,1518349.000000,1.584416,True
2158,z1uAU2EdL,2738168987,rumor,1350797105,1,47,197,166,84,7,2.084337,1.000000,84,28958.000000,175975.000000,190330.572289,2639113.000000,2.084337,True
2159,yrQQfgiUw,2367310827,rumor,1341932817,0,48,959,346,282,6,1.335260,1.000000,282,29650.000000,78652.500000,833209.939306,3277689.000000,1.335260,True
215,ABtdSliCo,3177527181,rumor,1395082253,26,37,97,97,82,2,1.154639,1.000000,82,28831.000000,38050.000000,45780.329897,310119.000000,1.154639,True
2160,zd5jwaJJL,2565236823,rumor,1357384036,0,65,329,314,225,5,1.410828,1.000000,225,28911.000000,42024.500000,69018.659236,969617.000000,1.410828,True
2161,z14TTiKWs,2616751667,rumor,1350561630,1,14,257,251,185,3,1.294821,1.000000,185,28842.000000,39858.000000,892307.266932,10081228.000000,1.294821,True
2162,yAuKWwL7c,2624193655,rumor,1346844373,0,476,745,642,452,9,1.473520,1.000000,452,28848.000000,192548.000000,265036.456386,10529116.000000,1.473520,True
2163,zAs1eoCW0,2182887180,rumor,1370661143,0,9,96,94,19,2,1.797872,2.000000,75,34863.000000,63131.000000,65277.872340,131586.000000,1.797872,True
2164,zoMPvsbwP,1189560685,rumor,1364033251,5,3,119,115,45,7,2.147826,2.000000,45,28887.000000,46151.000000,87056.686957,850888.000000,2.147826,True
2166,zd3jG9chR,2815097234,rumor,1357365730,2,5,448,434,195,4,2.046083,2.000000,195,28881.000000,47669.000000,190452.933180,7000566.000000,2.046083,True
2167,AAXq61RmR,2452748154,rumor,1394790785,9,84,149,148,87,2,1.408163,1.000000,87,28844.000000,33130.500000,60132.885135,655185.000000,1.408163,True
2169,ywcAp65Zo,1886446551,rumor,1344404975,3,57,112,111,72,3,1.432432,1.000000,72,28832.000000,33196.000000,571424.783784,20006996.000000,1.432432,True
2172,zcUhrmCUw,1400845561,rumor,1357282915,0,37,243,234,97,8,2.512821,2.000000,97,28889.000000,57896.500000,503201.824786,92602547.000000,2.512821,True
2173,zAkYUp09Z,2508070130,rumor,1370596644,23,78,281,263,66,2,1.749049,2.000000,197,29210.000000,86775.000000,749791.349810,74237253.000000,1.749049,True
2174,z0N86BG1w,2145494291,rumor,1350398761,1,71,456,437,213,9,2.148741,2.000000,213,28909.000000,79278.500000,1064262.135321,28022498.000000,2.148741,True
2175,zA8HffR8u,2566505980,rumor,1370484056,1,18,97,94,26,2,1.723404,2.000000,68,28903.000000,32558.000000,88087.882979,1070636.000000,1.723404,True
2177,zFUZj8aBH,2464832384,rumor,1373767729,0,18,185,181,24,2,1.867403,2.000000,157,38037.000000,68341.000000,101429.287293,1151140.000000,1.867403,True
2178,zzFTHcFe1,1628595353,rumor,1370220117,0,25,103,101,67,2,1.336634,1.000000,67,28833.000000,35886.000000,84494.594059,1818499.000000,1.336634,True
2179,zzTDJu6C4,2094247757,rumor,1370346065,1,7,108,106,65,3,1.405660,1.000000,65,28887.000000,38885.500000,408601.273585,2509620.000000,1.405660,True
217,zqwbx06yY,1399245631,rumor,1365017142,0,27,124,106,40,4,1.971698,2.000000,41,29177.000000,59175.000000,67701.933962,185131.000000,1.971698,True
2182,z3mR71kMU,2091138685,rumor,1351862619,2,67,241,235,156,5,1.574468,1.000000,156,41776.000000,871509.000000,771003.617021,1354251.000000,1.574468,True
2183,ywcJekTnS,2866990724,rumor,1344406279,1,28,140,137,73,5,1.773723,1.000000,73,28862.000000,41933.000000,56658.467153,680800.000000,1.773723,True
2186,yzPfgttXg,2313566465,rumor,1346463932,5,73,741,717,403,6,1.666667,1.000000,403,28846.000000,37920.000000,205040.341702,17872720.000000,1.666667,True
2189,ztC8MiD3k,1732909642,rumor,1366776377,1,53,311,298,140,8,2.489933,2.000000,140,29509.000000,45760.000000,95759.855705,1632618.000000,2.489933,True
2191,zvuuZiib0,2138697305,rumor,1367842780,4,156,581,550,296,7,1.727273,1.000000,296,28864.000000,37987.000000,45200.540000,272686.000000,1.727273,True
2192,zqNeQ9ztE,1890926607,rumor,1365173431,20,335,622,600,488,5,1.241667,1.000000,488,28862.000000,32330.000000,89675.975000,2375426.000000,1.241667,True
2193,zad7lh5fs,2325335774,rumor,1355750900,1,56,151,148,79,6,1.770270,1.000000,79,29809.000000,328061.500000,1186629.668919,8631116.000000,1.770270,True
2196,zgz0G6CmX,2947208990,rumor,1359360850,0,165,619,588,217,10,2.515306,2.000000,217,28919.000000,41641.500000,52362.877551,709675.000000,2.515306,True
2197,zso3DEOqj,2057074025,rumor,1366079093,4,32,133,129,57,10,2.837209,2.000000,57,28921.000000,67684.000000,77821.945736,1394765.000000,2.837209,True
2198,zAK3joV7m,2922104427,rumor,1370826417,1,37,170,166,82,2,1.506024,2.000000,84,28890.000000,49976.500000,185722.704819,2285769.000000,1.506024,True
2199,z47S7BvHw,2107500180,rumor,1352293517,0,42,380,372,171,6,1.760753,2.000000,171,28856.000000,37423.500000,72814.112903,938895.000000,1.760753,True
219,ADCYniqmt,2720794063,rumor,1396308045,85,74,121,117,79,2,1.318966,1.000000,79,29226.000000,31457.000000,36008.427350,87452.000000,1.318966,True
21,zejezCDjf,1323471730,rumor,1358079831,2,19,182,178,127,4,1.365169,1.000000,127,28817.000000,73538.000000,226511.758427,1950755.000000,1.365169,True
2200,z4EXwry75,1321274774,rumor,1352596754,1,58,612,593,221,9,2.516020,2.000000,221,29326.000000,157157.000000,451752.259696,11812616.000000,2.516020,True
2202,z5j6Q2Ogi,1146761441,rumor,1352964724,0,50,183,177,66,6,2.158192,2.000000,66,29020.000000,144108.000000,259785.887006,2416945.000000,2.158192,True
2203,z6qbTz7Jr,2432404510,rumor,1353597843,4,173,700,650,248,6,1.873846,2.000000,280,28956.000000,60008.500000,92144.767692,5203269.000000,1.873846,True
2204,zoBl5gFTk,2128372947,rumor,1363927940,5,80,444,434,249,6,1.711982,1.000000,249,28853.000000,33898.500000,127027.115207,10173310.000000,1.711982,True
2205,zcRKT1pDj,2013030195,rumor,1357259773,0,31,122,119,52,8,2.033613,2.000000,52,28878.000000,45222.000000,145972.352941,3489938.000000,2.033613,True
2206,yxsNyzBYU,2518895162,rumor,1345121772,0,60,157,155,98,7,1.709677,1.000000,98,28831.000000,33578.000000,52966.651613,375401.000000,1.709677,True
2207,z0tJD5fwA,2624280332,rumor,1350221014,2,83,764,747,541,4,1.327979,1.000000,541,28828.000000,32177.000000,216756.951807,13986545.000000,1.327979,True
2208,AAX772DUo,2619501250,rumor,1394787979,1,33,126,124,26,3,1.804878,2.000000,95,28855.000000,33154.000000,66277.758065,3300629.000000,1.804878,True
220,z9fXlB0u2,2083119675,rumor,1355208698,8,148,628,601,256,7,1.833611,2.000000,256,28932.000000,141737.000000,313623.797005,27540006.000000,1.833611,True
2210,ywHFiehsb,2773535270,rumor,1344689806,1,59,134,124,88,5,1.419355,1.000000,88,29238.000000,84088.500000,143321.870968,6900562.000000,1.419355,True
2211,zwbJjiML9,2139885703,rumor,1368238983,26,138,588,569,548,2,1.036907,1.000000,548,28850.000000,40614.000000,69185.994728,1171235.000000,1.036907,True
2214,zn0z5ceSS,3082384123,rumor,1363022695,1,138,422,390,235,6,1.715385,1.000000,235,28946.000000,58985.000000,142439.692308,9409799.000000,1.715385,True
2215,ztwlvf6th,1658285251,rumor,1366723269,2,116,524,478,265,10,1.836820,1.000000,265,29342.000000,1031272.500000,1988168.071130,33687788.000000,1.836820,True
2216,AvlMvCXj2,1767771860,rumor,1391604745,18,36,240,239,98,2,1.584746,2.000000,138,28854.000000,592850.000000,2705469.769874,58316136.000000,1.584746,True
2217,ztl6fBLtv,1220241885,rumor,1366620204,2,13,182,177,51,9,2.954802,3.000000,51,36023.000000,88854.000000,160709.045198,962728.000000,2.954802,True
221,z5WTW1w4t,1822133433,rumor,1353329408,0,33,271,248,96,8,2.350806,2.000000,96,28828.000000,68378.500000,141972.254032,2918147.000000,2.350806,True
2220,z6vV6157J,2268603763,rumor,1353650346,0,23,97,96,77,4,1.260417,1.000000,77,28862.000000,32312.000000,47439.947917,202127.000000,1.260417,True
2221,znJApcyrV,1743939020,rumor,1363435308,2,85,537,523,205,8,2.298279,2.000000,205,28860.000000,39043.000000,125742.065010,37698056.000000,2.298279,True
2222,zd0cr8qhF,1861136583,rumor,1357337165,6,61,480,468,321,5,1.448718,1.000000,321,29054.000000,41561.000000,146496.303419,6403771.000000,1.448718,True
2223,z4FdGvILP,1852189583,rumor,1352599142,1,136,478,461,325,4,1.381779,1.000000,325,29007.000000,32405.000000,89353.837310,2433777.000000,1.381779,True
